,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
138,pop3-3,Jolteon,Pokémon,['Stage 1'],,70,['Lightning'],Eevee,,"[{'name': 'Thundershock', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Pin Missile', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20×', 'text': 'Flip 4 coins. This attack does 20 damage times the number of heads.'}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Metal', 'value': '-30'}]",,,"{'id': 'pop3', 'name': 'POP Series 3', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2006/04/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop3/symbol.png', 'logo': 'https://images.pokemontcg.io/pop3/logo.png'}}",3,Masakazu Fukuda,Rare,,[135],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop3/3.png', 'large': 'https://images.pokemontcg.io/pop3/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop3-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 4.0, 'mid': 5.18, 'high': 22.35, 'market': 5.14, 'directLow': None}, 'holofoil': {'low': 6.5, 'mid': 8.0, 'high': 9.99, 'market': 7.06, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop3-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 15.11, 'lowPrice': 1.5, 'trendPrice': 24.76, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.57, 'lowPriceExPlus': 8.99, 'avg1': 9.0, 'avg7': 27.2, 'avg30': 12.37, 'reverseHoloAvg1': 4.8, 'reverseHoloAvg7': 8.18, 'reverseHoloAvg30': 12.89}}",,,,,,
139,base6-3,Charizard,Pokémon,['Stage 2'],76,120,['Fire'],Charmeleon,"[{'name': 'Energy Burn', 'text': ""As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition."", 'type': 'Pokémon Power'}]","[{'name': 'Fire Spin', 'cost': ['Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 4, 'damage': '100', 'text': 'Discard 2 Energy cards attached to Charizard or this attack does nothing.'}]","[{'type': 'Water', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base6', 'name': 'Legendary Collection', 'series': 'Other', 'printedTotal': 110, 'total': 110, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LC', 'releaseDate': '2002/05/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base6/symbol.png', 'logo': 'https://images.pokemontcg.io/base6/logo.png'}}",3,Mitsuhiro Arita,Rare Holo,Spits fire that is hot enough to melt boulders. Known to unintentionally cause forest fires.,[6],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base6/3.png', 'large': 'https://images.pokemontcg.io/base6/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base6-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 250.42, 'mid': 293.9, 'high': 301.66, 'market': 357.42, 'directLow': None}, 'reverseHolofoil': {'low': 1485.66, 'mid': 3499.0, 'high': 5000.0, 'market': 1199.0, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base6-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 95.85, 'lowPrice': 35.0, 'trendPrice': 99.77, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 850.0, 'reverseHoloLow': 250.0, 'reverseHoloTrend': 834.91, 'lowPriceExPlus': 125.0, 'avg1': 86.0, 'avg7': 94.99, 'avg30': 106.97, 'reverseHoloAvg1': 850.0, 'reverseHoloAvg7': 682.13, 'reverseHoloAvg30': 818.69}}",,,,https://prices.pokemontcg.io/tcgplayer/base6-3,357.42,1199.0
140,bw4-3,Kricketot,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Beat', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Double Headbutt', 'cost': ['Grass', 'Grass'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip 2 coins. This attack does 10 more damage for each heads.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'bw4', 'name': 'Next Destinies', 'series': 'Black & White', 'printedTotal': 99, 'total': 103, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'NXD', 'releaseDate': '2012/02/08', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw4/symbol.png', 'logo': 'https://images.pokemontcg.io/bw4/logo.png'}}",3,MAHOU,Common,"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound.",[401],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw4/3.png', 'large': 'https://images.pokemontcg.io/bw4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw4-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.06, 'mid': 0.25, 'high': 1.36, 'market': 0.24, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.3, 'mid': 0.5, 'high': 1.25, 'market': 0.5, 'directLow': 0.3}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.11, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.5, 'reverseHoloLow': 0.1, 'reverseHoloTrend': 0.64, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.08, 'avg30': 0.09, 'reverseHoloAvg1': 1.44, 'reverseHoloAvg7': 0.82, 'reverseHoloAvg30': 0.41}}",['Kricketune'],,,,,
141,hgss2-2,Magmortar,Pokémon,['Stage 1'],,110,['Fire'],Magmar,,"[{'name': 'Hard Crush', 'cost': ['Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50×', 'text': 'Discard the top 3 cards from your deck. This attack does 50 damage times the number of Energy cards you discarded.'}, {'name': 'Mantle Bazooka', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '100', 'text': 'Discard 2 Fire Energy attached to Magmortar.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'hgss2', 'name': 'HS—Unleashed', 'series': 'HeartGold & SoulSilver', 'printedTotal': 95, 'total': 96, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'UL', 'releaseDate': '2010/05/12', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss2/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss2/logo.png'}}",2,Hajime Kusajima,Rare Holo,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",[467],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss2/2.png', 'large': 'https://images.pokemontcg.io/hgss2/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss2-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 0.89, 'mid': 1.74, 'high': 4.97, 'market': 1.96, 'directLow': None}, 'reverseHolofoil': {'low': 0.96, 'mid': 2.58, 'high': 3.49, 'market': 2.52, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss2-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.5, 'lowPrice': 0.2, 'trendPrice': 2.7, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.72, 'reverseHoloLow': 0.45, 'reverseHoloTrend': 2.49, 'lowPriceExPlus': 0.6, 'avg1': 0.99, 'avg7': 2.01, 'avg30': 2.5, 'reverseHoloAvg1': 1.72, 'reverseHoloAvg7': 2.53, 'reverseHoloAvg30': 2.21}}",,,,,,
142,swsh4-1,Weedle,Pokémon,['Basic'],,40,['Grass'],,,"[{'name': 'Bug Hunch', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 Grass Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",1,sui,Common,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.,[13],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/1.png', 'large': 'https://images.pokemontcg.io/swsh4/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 3.95, 'market': 0.04, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.17, 'high': 3.95, 'market': 0.11, 'directLow': 0.11}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.16, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.09, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.16}}",['Kakuna'],,D,,,
143,pop1-1,Blaziken,Pokémon,['Stage 2'],,110,['Fire'],Combusken,,"[{'name': 'Fire Punch', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ''}, {'name': 'Double Kick', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50×', 'text': 'Flip 2 coins. This attack does 50 damage times the number of heads.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'pop1', 'name': 'POP Series 1', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2004/09/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop1/symbol.png', 'logo': 'https://images.pokemontcg.io/pop1/logo.png'}}",1,Katsura Tabata,Rare,,[257],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop1/1.png', 'large': 'https://images.pokemontcg.io/pop1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop1-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 3.0, 'mid': 6.55, 'high': 9.38, 'market': 7.5, 'directLow': None}, 'holofoil': {'low': 3.45, 'mid': 6.65, 'high': 9.0, 'market': 6.8, 'directLow': 5.38}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop1-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 11.95, 'lowPrice': 4.5, 'trendPrice': 17.28, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.74, 'lowPriceExPlus': 8.59, 'avg1': 11.95, 'avg7': 11.48, 'avg30': 18.01, 'reverseHoloAvg1': 9.49, 'reverseHoloAvg7': 13.1, 'reverseHoloAvg30': 8.07}}",,,,,,
144,bw8-1,Turtwig,Pokémon,['Basic'],,70,['Grass'],,,"[{'name': 'Nap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 20 damage from this Pokémon.'}, {'name': 'Razor Leaf', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bw8', 'name': 'Plasma Storm', 'series': 'Black & White', 'printedTotal': 135, 'total': 138, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLS', 'releaseDate': '2013/02/06', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw8/symbol.png', 'logo': 'https://images.pokemontcg.io/bw8/logo.png'}}",1,Kouki Saitou,Common,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist.",[387],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw8/1.png', 'large': 'https://images.pokemontcg.io/bw8/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw8-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.17, 'mid': 0.3, 'high': 1.81, 'market': 0.4, 'directLow': None}, 'reverseHolofoil': {'low': 0.92, 'mid': 1.07, 'high': 3.49, 'market': 1.04, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw8-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.15, 'reverseHoloTrend': 1.5, 'lowPriceExPlus': 0.02, 'avg1': 0.25, 'avg7': 0.15, 'avg30': 0.16, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 1.6, 'reverseHoloAvg30': 0.92}}",['Grotle'],,,,,
145,neo4-1,Dark Ampharos,Pokémon,['Stage 2'],36,70,['Lightning'],Dark Flaaffy,"[{'name': 'Conductivity', 'text': ""Whenever your opponent attaches an Energy card from his or her hand to a Pokémon, this power does 10 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working if you have more than 1 Dark Ampharos in play or while Dark Ampharos is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Shock Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Discard all Lightning Energy cards attached to Dark Ampharos or this attack does nothing.'}]","[{'type': 'Fighting', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'neo4', 'name': 'Neo Destiny', 'series': 'Neo', 'printedTotal': 105, 'total': 113, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N4', 'releaseDate': '2002/02/28', 'updatedAt': '2020/09/25 10:09:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo4/symbol.png', 'logo': 'https://images.pokemontcg.io/neo4/logo.png'}}",1,Kagemaru Himeno,Rare Holo,"Its brightly lit tail can be seen for miles in the dark, even by ships on the sea.",[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo4/1.png', 'large': 'https://images.pokemontcg.io/neo4/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo4-1', 'updatedAt': '2024/12/09', 'prices': {'1stEditionHolofoil': {'low': 187.49, 'mid': 222.48, 'high': 257.47, 'market': 110.5, 'directLow': None}, 'unlimitedHolofoil': {'low': 35.01, 'mid': 52.54, 'high': 69.45, 'market': 54.0, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo4-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 18.83, 'lowPrice': 7.99, 'trendPrice': 56.12, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 19.79, 'lowPriceExPlus': 38.0, 'avg1': 16.0, 'avg7': 74.88, 'avg30': 42.78, 'reverseHoloAvg1': 6.8, 'reverseHoloAvg7': 16.67, 'reverseHoloAvg30': 21.07}}",,,,,,
146,pop7-3,Latias,Pokémon,['Basic'],45,80,['Colorless'],,,"[{'name': 'Miraculous Light', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Remove 2 damage counters and all Special Conditions from Latias.'}, {'name': 'Mist Ball', 'cost': ['Fire', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'Discard a Fire and a Water Energy attached to Latias.'}]","[{'type': 'Colorless', 'value': '+20'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",3,Daisuke Ito,Rare,Its body is covered with a down that can refract light in such a way that it becomes invisible.,[380],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/3.png', 'large': 'https://images.pokemontcg.io/pop7/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 1.0, 'mid': 3.84, 'high': 8.53, 'market': 7.74, 'directLow': None}, 'holofoil': {'low': 2.9, 'mid': 4.6, 'high': 19.99, 'market': 8.7, 'directLow': 1.78}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop7-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.27, 'lowPrice': 0.25, 'trendPrice': 4.41, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 5.26, 'lowPriceExPlus': 1.0, 'avg1': 2.0, 'avg7': 5.76, 'avg30': 3.97, 'reverseHoloAvg1': 2.0, 'reverseHoloAvg7': 4.92, 'reverseHoloAvg30': 2.86}}",,,,,,
147,hgss1-4,Gyarados,Pokémon,['Stage 1'],,130,['Water'],Magikarp,,"[{'name': 'Hydro Splash', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}, {'name': 'Hyper Beam', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '80', 'text': 'Discard an Energy card attached to the Defending Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'hgss1', 'name': 'HeartGold & SoulSilver', 'series': 'HeartGold & SoulSilver', 'printedTotal': 123, 'total': 124, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HS', 'releaseDate': '2010/02/10', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss1/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss1/logo.png'}}",4,Mitsuhiro Arita,Rare Holo,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",[130],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss1/4.png', 'large': 'https://images.pokemontcg.io/hgss1/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss1-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 6.95, 'mid': 9.24, 'high': 23.0, 'market': 10.56, 'directLow': None}, 'reverseHolofoil': {'low': 7.75, 'mid': 9.94, 'high': 16.19, 'market': 17.98, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss1-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 5.19, 'lowPrice': 0.5, 'trendPrice': 4.39, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 8.14, 'reverseHoloLow': 1.2, 'reverseHoloTrend': 8.73, 'lowPriceExPlus': 3.0, 'avg1': 3.7, 'avg7': 5.03, 'avg30': 5.49, 'reverseHoloAvg1': 10.0, 'reverseHoloAvg7': 8.74, 'reverseHoloAvg30': 6.64}}",,,,https://prices.pokemontcg.io/tcgplayer/hgss1-4,10.56,17.98
148,xy1-2,M Venusaur-EX,Pokémon,"['MEGA', 'EX']",,230,['Grass'],Venusaur-EX,,"[{'name': 'Crisis Vine', 'cost': ['Grass', 'Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': ""Your opponent's Active Pokémon is now Paralyzed and Poisoned.""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'xy1', 'name': 'XY', 'series': 'XY', 'printedTotal': 146, 'total': 146, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'XY', 'releaseDate': '2014/02/05', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy1/symbol.png', 'logo': 'https://images.pokemontcg.io/xy1/logo.png'}}",2,5ban Graphics,Rare Holo EX,,[3],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy1/2.png', 'large': 'https://images.pokemontcg.io/xy1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy1-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 6.0, 'mid': 8.03, 'high': 8.99, 'market': 8.06, 'directLow': 7.9}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy1-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 7.94, 'lowPrice': 0.5, 'trendPrice': 9.52, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.68, 'lowPriceExPlus': 7.0, 'avg1': 7.0, 'avg7': 7.4, 'avg30': 10.65, 'reverseHoloAvg1': 15.2, 'reverseHoloAvg7': 10.45, 'reverseHoloAvg30': 11.12}}",,"['Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.', 'Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']",,,,
149,ex8-2,Beautifly,Pokémon,['Stage 2'],,100,['Grass'],Silcoon,"[{'name': 'Hunch', 'text': ""As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance)."", 'type': 'Poké-Body'}]","[{'name': 'Luring Antenna', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""Before doing damage, you may choose 1 of your opponent's Benched Pokémon and switch it with 1 of the Defending Pokémon. If you do, this attack does 20 damage to the new Defending Pokémon. Your opponent chooses the Defending Pokémon to switch.""}, {'name': 'Cutting Wind', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ex8', 'name': 'Deoxys', 'series': 'EX', 'printedTotal': 107, 'total': 108, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DX', 'releaseDate': '2005/02/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex8/symbol.png', 'logo': 'https://images.pokemontcg.io/ex8/logo.png'}}",2,Kagemaru Himeno,Rare Holo,,[267],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex8/2.png', 'large': 'https://images.pokemontcg.io/ex8/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex8-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 10.49, 'mid': 11.24, 'high': 11.99, 'market': None, 'directLow': None}, 'holofoil': {'low': 3.0, 'mid': 9.95, 'high': 12.74, 'market': 10.98, 'directLow': None}, 'reverseHolofoil': {'low': 3.99, 'mid': 7.17, 'high': 12.29, 'market': 12.76, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex8-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 8.84, 'lowPrice': 0.5, 'trendPrice': 10.56, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 4.9, 'reverseHoloLow': 0.5, 'reverseHoloTrend': 10.68, 'lowPriceExPlus': 3.0, 'avg1': 7.0, 'avg7': 7.19, 'avg30': 8.18, 'reverseHoloAvg1': 2.0, 'reverseHoloAvg7': 12.78, 'reverseHoloAvg30': 8.36}}",,,,https://prices.pokemontcg.io/tcgplayer/ex8-2,10.98,12.76
